#Chromosome	Position	Peak_score	Tags_CTCF	Tags_IgG
chr15	88958880	50.7033333333	94	19
chr15	88988625	27.2933333333	65	17
chr15	89026980	56.46	113	19
chr15	89146770	18.4666666667	48	13
chr15	89203975	35.0233333333	121	28
chr15	89204475	22.0166666667	121	28
chr15	89273235	16.8866666667	33	8
chr15	89453165	28.3533333333	110	13
chr15	89454175	35.0933333333	110	13
chr15	89560860	43.9733333333	76	21
chr15	90080290	27.78	59	4
chr15	90251360	20.1866666667	34	1
chr15	90510620	23.2566666667	49	7
chr15	91308375	16.54	34	3
chr15	91440375	16.29	42	5
chr15	91730880	26.5533333333	50	10
chr15	91799985	21.5	42	10
chr15	92920000	25.4866666667	44	9
chr15	93058230	20.9733333333	44	15
chr15	93269335	20.88	36	5
chr15	93333295	16.54	39	8
chr15	93349510	16.53	35	12
chr15	94172965	16.0033333333	29	4
chr15	94388135	32.6066666667	65	6
chr15	94520350	19.1433333333	36	12
chr15	95556505	33.1366666667	53	14
chr15	95593410	19.9566666667	32	8
chr15	95598430	24.8	43	6
chr15	95604195	16.5866666667	28	2
chr15	95685700	21.3966666667	50	8
chr15	95822675	16.1766666667	31	11
chr15	96306965	27.9566666667	62	13
chr15	96320065	17.9966666667	32	7
chr15	96338045	16.5866666667	27	4
chr15	96351505	18.49	33	7
chr15	96373745	19.6933333333	33	6
chr15	96382570	23.33	34	13
chr15	96496510	20.6333333333	57	6
chr15	96767385	70.49	117	8
chr15	96779075	33.3466666667	69	22
chr15	96784060	16.2433333333	43	12
chr15	97065875	25.2433333333	83	14
chr15	97158115	41.3966666667	78	8
chr15	97296735	17.4266666667	30	6
chr15	97412285	52.9333333333	87	15
chr15	97434035	16.1066666667	31	9
chr15	97494415	49.48	227	36
chr15	97495925	21.6433333333	227	36
chr15	97497975	31.46	227	36
chr15	97582205	28.74	61	11
chr15	97607130	23.31	65	17
chr15	97613405	16.04	121	17
chr15	97614705	55.5066666667	121	17
chr15	97620655	21.9233333333	49	17
chr15	97624855	18.39	38	12
chr15	97680200	19.1833333333	65	19
chr15	97783090	46.2166666667	76	18
chr15	97794570	29.9633333333	53	12
chr15	97800930	26.9833333333	53	9
chr15	98220515	18.5666666667	51	19
chr15	98305955	22.29	57	15
chr15	98335130	20.57	75	30
chr15	98335860	20.8166666667	75	30
chr15	98341120	33.2833333333	53	7
chr15	98348055	26.9233333333	60	14
chr15	98410765	40.8266666667	74	15
chr15	98442850	18.8433333333	46	25
chr15	98447790	21.9333333333	48	16
chr15	98462105	97.8533333333	158	10
chr15	98488025	23.05	70	21
chr15	98530060	23.56	50	8
chr15	98538545	17.8233333333	101	31
chr15	98541085	28.3066666667	101	31
chr15	98616370	21.7133333333	41	5
chr15	98630010	23.9033333333	56	11
chr15	98634720	19.8	81	21
chr15	98635820	21.1766666667	81	21
chr15	98652000	19.8066666667	60	16
chr15	98707930	23.4933333333	43	16
chr15	98722845	18.77	41	15
chr15	98735305	33.59	62	19
chr15	98759230	18.64	35	5
chr15	98823675	31.9633333333	99	16
chr15	98824625	19.25	99	16
chr15	98870975	16.46	35	9
chr15	98880190	30.0833333333	69	14
chr15	98886910	24.3166666667	61	18
chr15	98917815	29.9133333333	127	16
chr15	98918865	36.47	127	16
chr15	98929710	32.0233333333	68	11
chr15	98970280	25.12	52	13
chr15	99096360	31.74	64	10
chr15	99209395	23.1133333333	53	8
chr15	99247130	61.4	108	12
chr15	99301685	22.69	111	36
chr15	99327635	17.0266666667	62	17
chr15	99358595	18.66	38	15
chr15	99426550	35.7666666667	146	21
chr15	99426990	54.43	146	21
chr15	99499540	29.4366666667	56	10
chr15	99508710	21.44	44	16
chr15	99513585	23.5	56	14
chr15	99519410	35.6466666667	76	20
chr15	99532475	25.62	50	12
chr15	99536210	18.9466666667	34	8
chr15	99545555	21.8433333333	46	15
chr15	99555920	44.09	97	15
chr15	99646660	23.6933333333	45	13
chr15	99734975	16.0133333333	28	8
chr15	99740035	16.2533333333	32	6
chr15	99868930	30.76	51	13
chr15	99957335	39.09	76	19
chr15	100154705	16.0966666667	32	11
chr15	100287930	33.9666666667	82	16
chr15	100288570	17.18	82	16
chr15	100299190	27.2	50	14
chr15	100444300	22.5766666667	45	12
chr15	100513585	26.77	55	4
chr15	100588105	27.71	74	19
chr15	100592485	19.59	70	20
chr15	100613885	22.8133333333	79	27
chr15	100661295	30.95	53	15
chr15	100677850	21.0933333333	34	8
chr15	100870245	29.57	108	42
chr15	100873135	18.47	108	42
chr15	100883220	18.5366666667	36	8
chr15	100886850	26.42	60	14
chr15	100936035	42.6033333333	76	20
chr15	100949105	24.2666666667	64	23
chr15	100976040	35.7366666667	131	30
chr15	100979250	18.83	131	30
chr15	101016205	16.29	34	11
chr15	101028830	39.6966666667	98	11
chr15	101029510	21.5966666667	98	11
chr15	101040800	18.8933333333	46	15
chr15	101052330	39.1333333333	70	14
chr15	101061555	23.94	89	36
chr15	101067515	23.7733333333	149	40
chr15	101069855	19.7933333333	149	40
chr15	101071315	23.5666666667	149	40
chr15	101114335	44.5933333333	176	40
chr15	101116795	21.7166666667	176	40
chr15	101146385	32.44	79	18
chr15	101157885	34.6133333333	92	20
chr15	101170215	37.2433333333	76	13
chr15	101283920	21.99	45	12
chr15	101373250	17.2933333333	35	17
chr15	101398455	18.11	37	12
chr15	101418825	19.09	45	12
chr15	101603375	22.8633333333	79	23
chr15	101804270	59.76	166	31
chr15	101814605	56.3866666667	172	32
chr15	101818805	25.95	68	14
chr15	101819245	16.3833333333	68	14
chr15	101896300	52.7633333333	91	18
chr15	101931105	21.4833333333	52	11
chr15	101938710	20.7833333333	96	26
chr15	101939780	21.98	96	26
chr15	101977520	17.2566666667	38	11
chr15	102008845	24.0033333333	63	21
chr15	102055075	22.3733333333	37	5
chr15	102069870	25.8766666667	84	27
chr15	102146870	26.4233333333	57	20
chr15	102172325	19.5866666667	29	4
chr15	102181235	35.1066666667	67	12
chr15	102212190	32.0366666667	50	12
chr15	102286650	32.42	51	9
chr15	102292510	17.6233333333	65	20
chr15	102300765	19.2333333333	69	6
chr15	102355705	26.0866666667	49	18
chr15	102496070	27.6	59	11
chr15	102501595	132.046666667	189	12
chr15	102523620	19.7033333333	40	12
chr15	102528830	36.8033333333	75	18
chr15	102570580	25.2266666667	137	31
chr15	102573230	39.4766666667	137	31
chr15	102583855	27.4433333333	54	10
chr15	102592335	26.8766666667	46	5
chr15	102615715	17.5666666667	43	13
chr15	102797020	34.2433333333	64	15
chr15	102818045	16.2566666667	43	3
chr15	102923135	22.29	37	9
chr15	102996025	35.32	68	10
chr15	103003095	21.6933333333	56	20
chr15	103007620	45.8166666667	132	42
chr15	103008790	22.0933333333	132	42
chr15	103012780	90.0566666667	251	45
chr15	103013860	33.7	251	45
chr15	103016400	19.9166666667	251	45
chr15	103080815	24.5466666667	47	11
chr15	103137770	21.75	94	20
chr15	103139030	17.5766666667	94	20
chr15	103144130	19.0333333333	217	23
chr15	103145720	97.5133333333	217	23
chr15	103151730	18.24	132	54
chr15	103154630	35.78	132	54
chr15	103173120	20.9666666667	57	15
chr15	103177915	20.3266666667	52	13
chr15	103361030	34.33	59	11
chr16	3122970	80.38	118	7
chr16	3231905	66.78	1327	725
chr16	3232515	43.7933333333	1327	725
chr16	3232895	60.3433333333	1327	725
chr16	3233775	41.7	1327	725
chr16	3234265	31.4633333333	1327	725
chr16	3234765	50.12	1327	725
chr16	3235185	38.9633333333	1327	725
chr16	3236105	66.6166666667	1327	725
chr16	3236925	76.6866666667	1327	725
chr16	3238665	27.43	1327	725
chr16	3239045	30.7766666667	1327	725
chr16	3239565	47.22	1327	725
chr16	3239935	28.8133333333	1327	725
chr16	3240345	22.34	1327	725
chr16	3241045	53.61	1327	725
chr16	3350990	45.9066666667	49	9
chr16	3644955	15.5466666667	52	24
chr16	3839660	16.57	36	6
chr16	3908870	36.7133333333	74	22
chr16	4004145	29.2966666667	60	14
chr16	4268315	28.1366666667	55	14
chr16	4285475	19.4266666667	50	12
chr16	4304275	16.6233333333	36	4
chr16	4316220	79.9433333333	120	7
chr16	4475245	58.1133333333	106	22
chr16	4489130	19.08	42	5
chr16	4542070	20.38	40	6
chr16	4549570	25.1866666667	215	18
chr16	4551180	119.59	215	18
chr16	4560715	22.23	65	11
chr16	4568150	21.95	38	9
chr16	4607955	24.76	50	18
chr16	4630175	28.64	135	31
chr16	4632315	20.9533333333	135	31
chr16	4667305	34.2366666667	72	16
chr16	4863010	17.9933333333	38	9
chr16	4897435	32.5533333333	63	9
chr16	4910040	16.2666666667	25	6
chr16	4913935	40.1733333333	110	20
chr16	5145890	16.8633333333	27	4
chr16	5195300	28.8766666667	55	19
chr16	5244695	28.2833333333	56	13
chr16	5254585	44.1933333333	98	29
chr16	5306830	37.1	75	20
chr16	5407070	15.15	34	8
chr16	5467905	17.4066666667	49	14
chr16	5473680	39.5933333333	103	29
chr16	5484430	15.82	52	12
chr16	5538030	16.2	38	6
chr16	5882130	15.77	27	5
chr16	5931950	24.9133333333	51	7
chr16	6791935	20.48	42	8
chr16	8407050	26.7066666667	153	61
chr16	8412510	17.3166666667	153	61
chr16	8459305	25.66	54	16
chr16	8494565	23.4833333333	44	19
chr16	8644155	31.9033333333	56	7
chr16	8655820	16.8533333333	38	11
chr16	8674445	33.15	125	37
chr16	8677115	37.04	125	37
chr16	8686395	25.7166666667	66	22
chr16	8769300	21.9366666667	58	13
chr16	8806940	20.0466666667	35	4
chr16	8870035	23.5333333333	59	20
chr16	8883945	34.0466666667	65	6
chr16	9006210	21.5233333333	46	15
chr16	9009740	45.5466666667	76	18
chr16	9038050	15.0466666667	41	18
chr16	9751460	24.3933333333	47	8
chr16	9994070	34.05	74	13
chr16	10280525	24.9666666667	44	7
chr16	10395415	17.55	40	16
chr16	10399460	21.4166666667	49	17
chr16	10417115	26.4733333333	75	21
chr16	10521545	16.32	62	15
chr16	10523165	18.0466666667	62	15
chr16	10565825	33.5366666667	64	11
chr16	10640315	24.3066666667	45	12
chr16	10785205	17.0233333333	93	22
chr16	10786605	24.4633333333	93	22
chr16	10846740	31.08	53	8
chr16	10868255	36.4766666667	76	13
chr16	10873965	25.6433333333	51	12
chr16	10879840	28.88	108	34
chr16	10890750	19.7533333333	39	12
chr16	10975110	51.64	96	76
chr16	11034720	36.71	126	37
chr16	11036370	28.6366666667	126	37
chr16	11174900	15.8766666667	100	22
chr16	11176450	31.5733333333	100	22
chr16	11418550	29.2	68	14
chr16	11423665	85.07	231	21
chr16	11424065	88.14	231	21
chr16	11469000	31.1933333333	57	11
chr16	11670570	152.316666667	210	20
chr16	12758930	24.4233333333	42	9
chr16	12826570	16.3533333333	38	9
chr16	12938835	18.8966666667	41	9
chr16	13130680	34.23	64	13
chr16	13160435	31.8066666667	53	13
chr16	13409980	21.11	77	12
chr16	13440710	30.1433333333	106	33
chr16	13640415	24.23	52	4
chr16	13699285	29.1266666667	45	9
chr16	13821070	16.5966666667	34	12
chr16	13921340	49.4233333333	102	31
chr16	14004550	18.5333333333	39	11
chr16	14160005	22.69	38	7
chr16	14195655	20.34	42	11
chr16	14237655	39.6733333333	80	18
chr16	14242865	16.1666666667	43	8
chr16	14291545	21.6533333333	47	8
chr16	14311655	25.81	42	5
chr16	14701595	17.8166666667	31	7
chr16	14705595	20.6466666667	44	5
chr16	15838725	16.3333333333	40	10
chr16	16104530	35.23	61	11
chr16	16197785	16.04	31	11
chr16	16584875	16.15	55	8
chr16	16829560	19.87	44	17
chr16	16855205	20.95	64	17
chr16	16896550	35.4966666667	64	13
chr16	16912195	50.64	108	20
chr16	17127600	18.46	32	7
chr16	17209340	48.5233333333	210	41
chr16	17210310	59.1266666667	210	41
chr16	17271410	24.0066666667	55	16
chr16	17276395	15.5066666667	37	6
chr16	17293045	23.7733333333	52	11
chr16	17558245	46.2666666667	90	21
chr16	17583365	22.1633333333	36	5
chr16	17618455	44.61	76	14
chr16	17625805	19.0133333333	45	14
chr16	17634035	17.7633333333	46	16
chr16	17727475	15.34	40	8
chr16	17744745	23.1566666667	42	9
chr16	17760970	21.2033333333	44	14
chr16	17777085	29.1466666667	59	15
chr16	17812415	15.4933333333	161	47
chr16	17815645	67.1033333333	161	47
chr16	17849375	22.28	62	18
chr16	17858880	18.16	36	15
chr16	17939150	18.21	39	11
chr16	18036975	31.7366666667	63	27
chr16	18052960	21.1166666667	42	14
chr16	18081765	15.9633333333	35	15
chr16	18108585	22.76	39	13
chr16	18172800	51.9033333333	95	14
chr16	18210925	31.3966666667	126	23
chr16	18212095	39.7666666667	126	23
chr16	18345525	39.1666666667	95	24
chr16	18393415	15.2666666667	43	22
chr16	18406585	16.63	38	9
chr16	18426740	26.83	58	12
chr16	18443770	57.55	96	6
chr16	18590810	18.49	65	12
chr16	18617905	31.28	69	15
chr16	18626865	34.2466666667	71	26
chr16	18678590	15.6166666667	51	10
chr16	18687730	34.12	64	9
chr16	18696745	39.6933333333	73	15
chr16	18799170	17.51	46	11
chr16	18858860	33.0433333333	66	11
chr16	18878150	19.0733333333	36	13
chr16	19003090	30.1066666667	55	9
chr16	19146790	19.1733333333	46	6
chr16	19907435	16.68	28	2
chr16	20109210	16	28	13
chr16	20213925	28.3433333333	65	11
chr16	20302560	31.4466666667	56	17
chr16	20362475	15.65	29	7
chr16	20426080	25.5	53	14
chr16	20480460	15.7833333333	32	4
chr16	20509555	17.4033333333	40	25
chr16	20642445	21.9466666667	45	12
chr16	20702715	23.1366666667	59	11
chr16	20709435	22.0033333333	49	26
chr16	20717680	24.76	60	22
chr16	20724705	15.7366666667	32	8
chr16	20765490	20.68	57	7
chr16	20804810	25.1866666667	45	15
chr16	21192855	28.2133333333	48	9
chr16	21198715	19.4466666667	40	11
chr16	21204580	15.0633333333	75	23
chr16	21347730	19.6466666667	34	14
chr16	21392365	34.7666666667	85	13
chr16	21392945	15.89	85	13
chr16	21412890	110.066666667	157	6
chr16	21728160	16.4433333333	46	14
chr16	22237095	22.5033333333	36	9
chr16	22293865	19.17	25	6
chr16	22302860	36.4866666667	60	7
chr16	22310915	18.92	39	17
chr16	22548385	25.22	108	31
chr16	22564840	37.04	66	16
chr16	22807760	15.3533333333	38	11
chr16	23135715	18.42	41	12
chr16	23224900	22.8566666667	42	21
chr16	23403485	19.4633333333	45	9
chr16	23452770	18.1266666667	35	12
chr16	23550700	16.5533333333	28	2
chr16	23898390	15.4	65	16
chr16	23899090	20.3266666667	65	16
chr16	23962665	18.85	46	11
chr16	23982760	25.9866666667	128	22
chr16	23984400	35.0333333333	128	22
chr16	23991350	19.06	47	4
chr16	25264085	28.8466666667	57	13
chr16	25349985	15.5666666667	33	3
chr16	25376915	21.3166666667	47	13
chr16	26371915	15.9633333333	29	10
chr16	27457575	16.6933333333	33	1
chr16	27468995	16.47	35	3
chr16	28490830	15.2266666667	27	7
chr16	28593295	20	33	8
chr16	28838300	15.4966666667	55	10
chr16	29575950	19.5733333333	31	5
chr16	29729005	16.8766666667	32	9
chr16	29848815	19.3966666667	41	7
chr16	30067340	22.7066666667	38	11
chr16	30188455	20.45	37	17
chr16	30204960	19.2866666667	48	28
chr16	30236555	32.8066666667	67	13
chr16	30252305	144.43	219	19
chr16	30284230	25.9133333333	72	18
chr16	30504315	20.75	45	19
chr16	30515625	27.46	52	13
chr16	30521365	16.0533333333	47	8
chr16	30531015	16.6733333333	100	16
chr16	30532205	37.03	100	16
chr16	30539695	25.0566666667	65	17
chr16	30550750	27.3366666667	60	14
chr16	30592225	25.22	38	7
chr16	30597310	26.48	58	14
chr16	30601480	15.9433333333	45	19
chr16	30642580	17.3466666667	46	7
chr16	30870265	19.4333333333	44	14
chr16	30977500	42.1766666667	75	15
chr16	31071075	38.3466666667	72	18
chr16	31170630	23.5666666667	42	13
chr16	31355285	31.3933333333	97	28
chr16	31425760	68.96	130	25
chr16	31458450	26.6433333333	90	22
chr16	31878740	30.2966666667	64	22
chr16	31905655	18.28	41	18
chr16	31918660	29.8533333333	51	12
chr16	31933005	33.07	72	21
chr16	31944290	24.03	57	15
chr16	32111225	16.4566666667	121	23
chr16	32115545	15.0166666667	121	23
chr16	32273615	33.77	64	14
chr16	32458270	18.1066666667	33	8
chr16	32499960	52.0266666667	97	20
chr16	32507760	41.4	68	11
chr16	32638735	25.78	48	16
chr16	32659665	33.4866666667	56	21
chr16	32682615	15.9766666667	68	13
chr16	32683635	22.3333333333	68	13
chr16	32689795	22.9366666667	80	24
chr16	32697895	22.4966666667	62	15
chr16	32715625	28.7966666667	63	8
chr16	32813270	23.9066666667	49	11
chr16	32877775	20.47	42	14
chr16	32951270	18.5	30	6
chr16	33024065	37.98	94	22
chr16	33244450	16.52	39	16
chr16	33306900	17.5733333333	38	10
chr16	33337460	27.9366666667	61	11
chr16	33560520	48.6533333333	94	20
chr16	33600465	19.2233333333	32	9
chr16	33744980	24.4	61	13
chr16	33821070	21.4933333333	51	9
chr16	33951130	36.0966666667	69	10
chr16	33988645	31.3333333333	61	13
chr16	33996365	24.93	44	7
chr16	34112795	19.26	90	30
chr16	34114975	23.9033333333	90	30
chr16	34119700	26.2433333333	58	10
chr16	34125830	36.8866666667	65	12
chr16	34193210	22.8533333333	55	14
chr16	34322845	19.9866666667	37	10
chr16	34667245	26.3166666667	57	10
chr16	34700510	19.3933333333	45	12
chr16	34902600	25.2366666667	56	11
chr16	34967735	17.7966666667	44	10
chr16	34976930	23.94	57	12
chr16	35110740	34.1033333333	84	16
chr16	35111440	16.49	84	16
chr16	35156710	31.96	86	14
chr16	35270650	46.27	97	22
chr16	35360875	28.86	52	5
chr16	35500625	22.3966666667	49	10
chr16	35540605	22.1566666667	95	41
chr16	35541225	21.8133333333	95	41
chr16	35593810	20.7666666667	39	11
chr16	35628480	24.0266666667	63	19
chr16	35716485	20.0566666667	38	14
chr16	35734390	16.0766666667	26	5
chr16	35817565	33.34	69	15
chr16	35840000	18.9066666667	42	8
chr16	35862375	23.0066666667	61	17
chr16	35874775	21.61	47	8
chr16	35981850	59.7866666667	111	72
chr16	36469115	20.2066666667	39	14
chr16	37109595	16.34	27	6
chr16	37682840	18.5733333333	80	14
chr16	37994975	19.27	32	8
chr16	38197575	17.4566666667	31	12
chr16	38239985	18.72	50	17
chr16	38306780	22.3633333333	65	28
chr16	38321760	18.2433333333	30	7
chr16	38506300	39.3933333333	64	8
chr16	38536945	33.6566666667	60	14
chr16	38619345	17.0633333333	30	7
chr16	38632410	16.99	30	4
chr16	38776585	18.89	39	10
chr16	38812865	18.1166666667	28	2
chr16	38902290	27.2433333333	44	5
chr16	39056305	16.7766666667	45	14
chr16	39317405	22.0033333333	44	8
chr16	41258530	20.0266666667	39	6
chr16	41692665	15.9666666667	35	5
chr16	42165250	40.9633333333	72	7
chr16	42169945	17.1733333333	60	21
chr16	42172885	17.0966666667	60	21
chr16	42190490	18.05	66	9
chr16	42190980	19.6266666667	66	9
chr16	42231680	19.92	42	9
chr16	42276750	23.0533333333	49	8
chr16	43540325	18.5533333333	37	12
chr16	43574320	15.9633333333	43	8
chr16	43724685	26.8166666667	41	3
chr16	43753255	25.8	45	7
chr16	43802395	15.54	42	9
chr16	44059065	20.4166666667	44	6
chr16	44063560	21.59	43	13
chr16	44242905	16.0033333333	29	5
chr16	44299770	41.12	78	17
chr16	44330955	17.5766666667	31	9
chr16	44392480	33.48	53	10
chr16	44484410	24.1233333333	51	8
chr16	45090315	27.6533333333	47	10
chr16	45197175	18.55	43	7
chr16	45630680	15.3033333333	30	3
chr16	45844615	19.15	34	8
chr16	45967780	16.1833333333	41	2
chr16	46022850	19.6766666667	45	11
chr16	48321080	21.3066666667	45	9
chr16	48431335	23.1066666667	43	13
chr16	48570650	15.5933333333	33	12
chr16	48609715	15.4633333333	31	14
chr16	48623705	16.9833333333	40	3
chr16	48675875	19.5633333333	26	7
chr16	49501115	17.93	33	7
chr16	49893230	16.8333333333	29	6
chr16	50046305	21.9066666667	45	7
chr16	50074245	25.1833333333	52	17
chr16	50160800	17.38	45	24
chr16	50201905	28.6633333333	50	16
chr16	50374830	17.85	31	4
chr16	50530425	21.56	38	14
chr16	50737040	33.79	61	7
chr16	50841925	18.4733333333	33	3
chr16	52311345	18.3833333333	26	5
chr16	52453300	18.6366666667	66	22
chr16	55853260	31.0833333333	52	9
chr16	55858845	27.51	56	9
chr16	55888055	20.9566666667	33	16
chr16	56064750	16.3833333333	28	12
chr16	56524630	28.1433333333	47	14
chr16	56920615	44.4433333333	75	13
chr16	57166855	27.5466666667	56	12
chr16	57244190	16.29	35	8
chr16	57391620	91.6366666667	182	143
chr16	57398965	19.2766666667	36	11
chr16	57669615	15.93	34	7
chr16	58299840	16.2233333333	30	4
chr16	58454865	18.4933333333	42	12
chr16	58514870	17.3633333333	35	8
chr16	58624265	16.0233333333	33	8
chr16	59403735	20.3066666667	66	15
chr16	59474800	29.2233333333	58	6
chr16	59683445	15.52	29	8
chr16	59846525	16.3433333333	34	7
chr16	62832460	18.0766666667	34	14
chr16	62940650	16.4233333333	25	5
chr16	64723685	19.6933333333	33	2
chr16	64748240	21.1966666667	49	13
chr16	65371455	19.4966666667	36	2
chr16	65665235	33.5266666667	49	8
chr16	73155905	20.5	45	3
chr16	76197460	16.0966666667	30	6
chr16	76786825	19.1766666667	40	5
chr16	77989605	17.78	32	5
chr16	78199190	25.1566666667	43	11
chr16	78317365	24.5833333333	47	11
chr16	78452740	15.3233333333	34	9
chr16	78635630	19.44	73	14
chr16	84546545	16.1766666667	33	14
chr16	84735600	28.33	102	29
chr16	84737840	15.5666666667	102	29
chr16	84879635	24.7533333333	41	8
chr16	84955830	39.5033333333	68	11
chr16	86882980	19.67	33	7
chr16	87246960	19.49	52	13
chr16	87394315	22.3366666667	47	10
chr16	87405400	18.1	33	10
chr16	87548790	20.63	35	9
chr16	87579235	19.6766666667	40	8
chr16	87627185	15.2366666667	34	7
chr16	87747235	30.3766666667	60	10
chr16	88204875	16.1033333333	30	6
chr16	88372450	36.2666666667	53	2
chr16	89518015	15.34	22	3
chr16	89651915	16.01	40	14
chr16	89702810	19.5933333333	33	14
chr16	89774250	31.51	89	25
chr16	89774720	23.6066666667	89	25
chr16	89896790	19.15	51	15
chr16	89903045	17.7533333333	36	8
chr16	89941170	27.5366666667	53	13
chr16	90120350	15.66	43	9
chr16	90168085	42.4	68	10
chr16	90186665	20.9366666667	39	20
chr16	90198020	36.7	66	10
chr16	90323380	37.9833333333	62	12
chr16	90380400	28.5266666667	108	31
chr16	90382090	32.71	108	31
chr16	90387175	16.94	35	9
chr16	90695175	27.5233333333	55	9
chr16	90925835	21.1366666667	50	17
chr16	91044840	25.3766666667	95	24
chr16	91045990	26.5	95	24
chr16	91073945	22.3466666667	59	12
chr16	91167365	28.52	51	14
chr16	91218345	15.05	53	9
chr16	91359005	15.2366666667	30	8
chr16	91512835	20.8833333333	43	11
chr16	91695080	57.2233333333	91	8
chr16	91724780	16.8833333333	35	2
chr16	91884625	49.92	83	15
chr16	91918300	27.5866666667	55	19
chr16	91925780	15.7033333333	32	13
chr16	91935570	49.2133333333	118	15
chr16	91936780	16.2866666667	118	15
chr16	91955245	16.1166666667	41	3
chr16	92170785	17.82	40	3
chr16	92287105	18.88	46	12
chr16	92314720	30.36	55	10
chr16	92320170	25.0566666667	48	11
chr16	92336745	29.7033333333	57	9
chr16	92341455	20.3866666667	50	12
chr16	92445825	18.3	42	12
chr16	92458065	25.08	169	60
chr16	92488040	23.2733333333	52	13
chr16	92544660	17.76	36	13
chr16	92566080	21.4766666667	54	13
chr16	92699015	24.3766666667	53	16
chr16	93293430	34.7233333333	57	11
chr16	93454665	21.8766666667	45	4
chr16	93577110	27.3633333333	65	19
chr16	93711275	15.4533333333	27	5
chr16	93767320	15.0133333333	28	10
chr16	93786225	33.6966666667	110	27
chr16	93903445	17.6	138	34
chr16	93906595	49.7033333333	138	34
chr16	93918795	18.41	50	13
chr16	93938810	18.2266666667	59	12
chr16	93984450	20.76	38	17
chr16	94020220	21.7966666667	41	13
chr16	94037720	18.7166666667	95	28
chr16	94038700	30.4833333333	95	28
chr16	94076000	19.1833333333	40	9
chr16	94451590	16.9066666667	33	5
chr16	94480635	22.0933333333	45	17
chr16	94491495	28.8266666667	51	17
chr16	94535145	66.75	107	15
chr16	94553630	27.7533333333	55	10
chr16	94808445	16.1766666667	34	9
chr16	94840375	18.86	39	8
chr16	94935505	46.6366666667	89	19
chr16	94951075	20.7466666667	45	9
chr16	94965580	16.5033333333	29	5
chr16	95005495	19.68	317	43
chr16	95009985	25.3033333333	317	43
chr16	95011795	125.883333333	317	43
chr16	95038205	18.7566666667	39	9
chr16	95219285	24.18	52	12
chr16	95418335	22.6566666667	46	10
chr16	95563215	21.0333333333	55	12
chr16	95792440	22.2233333333	44	18
chr16	95827175	24.9233333333	56	16
chr16	95837400	37.1466666667	72	18
chr16	95869660	29.29	62	6
chr16	95880595	19.79	45	15
chr16	95923540	37.22	85	20
chr16	95923570	37.22	85	20
chr16	96095200	19.6033333333	41	20
chr16	96167205	30.4766666667	51	10
chr16	96366880	57.51	103	16
chr16	96373390	39.6033333333	75	16
chr16	96452280	15.77	35	6
chr16	96566915	22.7433333333	35	3
chr16	96579760	15.9333333333	31	4
chr16	96689235	28.5433333333	49	8
chr16	97017160	17.64	32	12
chr16	97041470	36.6666666667	60	19
chr16	97494020	26.9133333333	52	9
chr16	97515085	16.3633333333	33	6
chr16	97534565	21.6166666667	52	13
chr16	97547840	26.9433333333	51	27
chr16	97665670	23.21	50	11
chr16	97734185	26.02	43	13
chr16	97814960	18.8466666667	40	10
chr16	98000455	15.7633333333	36	14
chr16	98026715	25.1166666667	58	11
chr16	98100965	18.7933333333	31	6
chr16	98244175	18.9133333333	37	14
chr17	3006710	24.12	512	276
chr17	3007160	34.6766666667	512	276
chr17	3007930	18.43	512	276
chr17	3008790	24.7666666667	512	276
chr17	3010370	49.5533333333	512	276
chr17	3010830	26.1366666667	512	276
chr17	3012630	23.07	512	276
chr17	3013670	24.2466666667	512	276
chr17	3016505	18.1433333333	90	42
chr17	3020455	26.0466666667	252	136
chr17	3022625	26.47	252	136
chr17	3028865	32.3733333333	483	265
chr17	3029935	41.3333333333	483	265
chr17	3030385	31.29	483	265
chr17	3030865	36.74	483	265
chr17	3031635	19.49	483	265
chr17	3032235	45.8033333333	483	265
chr17	3035140	21.4466666667	216	132
chr17	3035660	18.9266666667	216	132
chr17	3036550	26.7933333333	216	132
chr17	3038230	18.93	216	132
chr17	3038620	24.07	216	132
chr17	3079295	25.1733333333	477	270
chr17	3080705	19.2333333333	477	270
chr17	3081795	52.0966666667	477	270
chr17	3082245	50.95	477	270
chr17	3082655	63.1566666667	477	270
chr17	3084415	32.5033333333	477	270
chr17	3114895	29.44	59	16
chr17	3224590	34.4133333333	55	12
chr17	3230370	33.8166666667	59	6
chr17	3353190	37.9633333333	77	37
chr17	3448860	21.24	233	23
chr17	3451270	132.786666667	233	23
chr17	3498310	22.4866666667	37	7
chr17	3510050	19.2	46	17
chr17	3562645	28.97	63	8
chr17	4109490	19.0166666667	37	10
chr17	5397640	37.3566666667	79	12
chr17	5402170	17.87	89	16
chr17	5402920	29.6366666667	89	16
chr17	5429590	63.4633333333	108	15
chr17	5733540	34.5	81	10
chr17	5753275	36.42	70	11
chr17	5796015	39.7433333333	78	13
chr17	5890585	24.4533333333	42	7
chr17	5923380	20.7833333333	42	11
chr17	6020000	17.0166666667	28	4
chr17	6055150	20.5866666667	49	7
chr17	8057790	23.14	58	10
chr17	8061605	31.34	52	11
chr17	8120795	19.6766666667	72	11
chr17	8122345	20.1466666667	72	11
chr17	8521570	20.6266666667	32	10
chr17	8616270	20.7533333333	36	4
chr17	8654560	21.01	89	12
chr17	8656620	17.35	89	12
chr17	8661775	25.3166666667	49	13
