P32234 	 FBgn0010339
P18489 	 FBgn0003660
Q9GQF1 	 FBgn0024187
Q8MSU4 	 FBgn0037371
Q24546 	 FBgn0004575
P21521 	 FBgn0004242
Q24547 	 FBgn0013343
Q7KVY7 	 FBgn0024980
Q24509 	 FBgn0011708
Q9W265 	 FBgn0017482
Q9VAC5 	 FBgn0039734
P51123 	 FBgn0010355
Q9VH20 	 FBgn0037792
Q24325 	 FBgn0011836
P47825 	 FBgn0010280
P49846 	 FBgn0010356
P49847 	 FBgn0010417
Q9VHY5 	 FBgn0024909
Q9VWY6 	 FBgn0022724
Q9U5W9 	 FBgn0028398
Q9XZT7 	 FBgn0026324
P49906 	 FBgn0011291
P49905 	 FBgn0011290
Q9VI58 	 FBgn0037470
Q9V3Q6 	 FBgn0026323
P83104 	 FBgn0046689
C0HJX4 	 FBgn0259730
C0HJX5 	 FBgn0259731
A3RLR0 	 FBgn0259732
A3RLR1 	 FBgn0259733
Q9W1G0 	 FBgn0023477
Q27607 	 FBgn0004406
Q9W1A4 	 FBgn0041582
Q9VMA7 	 FBgn0031842
Q9VYA8 	 FBgn0030503
Q9VJ29 	 FBgn0032728
Q7JVI3 	 FBgn0033902
Q961C9 	 FBgn0050404
Q9VYB7 	 FBgn0086674
Q8T0D4 	 FBgn0028980
Q0KHQ5 	 FBgn0031030
O16867 	 FBgn0015550
Q9V6G5 	 FBgn0026619
Q86B61 	 FBgn0010329
P20227 	 FBgn0003687
P12613 	 FBgn0003676
Q9VGS2 	 FBgn0037874
Q9VMH0 	 FBgn0261697
Q7K4M4 	 FBgn0086350
Q5EAK6 	 FBgn0045035
Q9VYN8 	 FBgn0267001
O61307 	 FBgn0004449
Q7KN62 	 FBgn0261014
P11455 	 FBgn0003683
M9NEY8 	 FBgn0263392
Q9VW27 	 FBgn0036899
Q960E8 	 FBgn0033929
P52654 	 FBgn0011289
P52656 	 FBgn0013347
Q9W5B9 	 FBgn0040338
P29052 	 FBgn0004915
Q05913 	 FBgn0010282
P41900 	 FBgn0010421
P20232 	 FBgn0010422
O15945 	 FBgn0264075
Q9VPY8 	 FBgn0031321
Q24134 	 FBgn0010416
P42278 	 FBgn0011555
Q9W1F4 	 FBgn0034939
Q9VTV1 	 FBgn0036263
Q8IRJ8 	 FBgn0035110
P42286 	 FBgn0003701
Q9VMD9 	 FBgn0011722
Q9VR52 	 FBgn0014395
P49021 	 FBgn0014396
Q9Y1A3 	 FBgn0027359
Q9VYD7 	 FBgn0030480
Q9Y0V3 	 FBgn0027358
Q9W2D6 	 FBgn0027360
Q9VTN3 	 FBgn0036204
Q9VGA2 	 FBgn0038018
Q9VN97 	 FBgn0037307
Q9VNA0 	 FBgn0037310
Q9VH14 	 FBgn0025879
P22711 	 FBgn0004110
Q9W0Y1 	 FBgn0035083
Q86B91 	 FBgn0261649
Q9U3V5 	 FBgn0028979
Q960X4 	 FBgn0026080
P48613 	 FBgn0003710
P47980 	 FBgn0011837
Q9VGE8 	 FBgn0037976
P10735 	 FBgn0003714
P30974 	 FBgn0004841
P30975 	 FBgn0004622
P08953 	 FBgn0262473
P25723 	 FBgn0003719
P18102 	 FBgn0003720
P06754 	 FBgn0003721
P49455 	 P49455missing
P09491 	 FBgn0004117
Q9VBP3 	 FBgn0027508
Q9VBV3 	 FBgn0039298
Q9VUN0 	 FBgn0036494
Q7KIN0 	 FBgn0034476
Q9V477 	 FBgn0029114
Q9U4L6 	 FBgn0016041
A1Z6L1 	 FBgn0033074
P30189 	 FBgn0004924
P15348 	 FBgn0003732
Q9NG98 	 FBgn0040268
O96651 	 FBgn0026015
Q9VH70 	 FBgn0037751
Q9V8P9 	 FBgn0267351
P18475 	 FBgn0003733
Q9VK45 	 FBgn0021796
O77277 	 FBgn0025615
Q24558 	 FBgn0015553
Q8IN44 	 FBgn0028396
Q9VDH4 	 FBgn0038838
Q8IN43 	 FBgn0044812
Q9VIR2 	 FBgn0044811
Q9VMR8 	 FBgn0031701
Q8IN41 	 FBgn0044810
Q8IN42 	 FBgn0044809
P29613 	 FBgn0086355
P47947 	 FBgn0013348
P47948 	 FBgn0010423
P47949 	 FBgn0010424
Q9V6K1 	 FBgn0020370
P11596 	 FBgn0003741
P19018 	 FBgn0003742
Q9VH90 	 FBgn0037734
Q9NBK5 	 FBgn0003744
Q7KRW1 	 FBgn0039668
Q9NDM2 	 FBgn0046687
Q9W2M2 	 FBgn0003748
A1Z8N1 	 FBgn0050035
Q8MKK4 	 FBgn0033644
Q27896 	 FBgn0010287
Q24119 	 FBgn0262139
O02195 	 FBgn0015834
Q24155 	 FBgn0003751
Q08605 	 FBgn0013263
P19334 	 FBgn0003861
Q7Z020 	 FBgn0035934
Q9VJJ7 	 FBgn0032593
P48994 	 FBgn0005614
A8DYE2 	 FBgn0265194
Q8IRW8 	 FBgn0023518
Q9VUZ1 	 FBgn0266724
P20659 	 FBgn0003862
Q9V429 	 FBgn0040070
P91938 	 FBgn0020653
Q9VNT5 	 FBgn0037170
Q8IFW4 	 FBgn0029752
O76511 	 FBgn0024920
P54356 	 FBgn0003865
P22265 	 FBgn0003866
P40689 	 FBgn0003867
P45594 	 FBgn0011726
Q9V535 	 FBgn0033378
Q8SYD0 	 FBgn0032744
Q7K556 	 FBgn0050118
P42282 	 FBgn0003870
P17789 	 P17789missing
Q9VM91 	 FBgn0031854
Q9VM92 	 FBgn0031853
Q9W0S3 	 FBgn0035124
Q9V9P3 	 FBgn0032971
Q9W4V8 	 FBgn0250874
Q9V730 	 FBgn0265974
Q9U6L4 	 FBgn0015558
P22812 	 FBgn0003882
P25823 	 FBgn0003891
Q7K2Y9 	 FBgn0034046
Q967D7 	 FBgn0010473
Q9W5D4 	 FBgn0086368
Q03019 	 FBgn0002673
Q9VFM9 	 FBgn0038206
P10627 	 FBgn0003900
P36872 	 FBgn0004889
P41894 	 FBgn0263118
Q9V4Q8 	 FBgn0033210
Q94535 	 FBgn0017457
Q24562 	 FBgn0005411
Q9VLL0 	 FBgn0027780
Q9V6U8 	 FBgn0263697
P52485 	 FBgn0015320
P52486 	 FBgn0015321
P25153 	 FBgn0004436
Q9VSF3 	 FBgn0035853
P52487 	 FBgn0017456
P0CG69 	 FBgn0003943
Q9V998 	 FBgn0022224
Q24574 	 FBgn0016756
Q9VX91 	 FBgn0030809
P83949 	 FBgn0003944
P35122 	 FBgn0010288
Q9VTF9 	 FBgn0036136
Q09332 	 FBgn0014075
Q9VB11 	 FBgn0039536
O77215 	 FBgn0024184
Q95TU8 	 FBgn0034013
A1ZAJ2 	 FBgn0267002
Q9XYQ2 	 FBgn0025549
Q86B79 	 FBgn0004395
Q4V5A3 	 FBgn0015561
P19351 	 FBgn0004169
Q9V595 	 FBgn0033428
Q9VYS3 	 FBgn0030354
Q9W148 	 FBgn0035025
P16163 	 FBgn0003961
Q9VSU7 	 FBgn0035965
Q9VPQ6 	 FBgn0003963
P20153 	 FBgn0003964
Q9VYQ8 	 FBgn0030366
Q9W462 	 FBgn0029819
Q9VK07 	 FBgn0032499
P10379 	 FBgn0004055
P20351 	 FBgn0003965
O17444 	 FBgn0270928
Q9NFP1 	 FBgn0040069
P09052 	 FBgn0262526
B6JUP5 	 B6JUP5missing
Q9NHV9 	 FBgn0040068
Q9N2P6 	 FBgn0053200
Q26366 	 FBgn0003975
Q9XZH6 	 FBgn0283536
Q24583 	 FBgn0262512
Q9VNL3 	 FBgn0037402
P23380 	 FBgn0262736
P54611 	 FBgn0283535
Q9V7D2 	 FBgn0022097
Q9NEF6 	 FBgn0040377
Q9V7N5 	 FBgn0262511
P31409 	 FBgn0005671
P48602 	 FBgn0265262
Q27331 	 FBgn0263598
Q9W4P5 	 FBgn0028665
Q9VCQ3 	 FBgn0039058
Q9V3J1 	 FBgn0027779
Q9V3C1 	 FBgn0041174
Q8MR62 	 FBgn0036237
Q8INV7 	 FBgn0053117
Q9VTY6 	 FBgn0264848
O46037 	 FBgn0004397
Q9W1R5 	 FBgn0003977
Q9VIP8 	 FBgn0003978
P11449 	 FBgn0003979
P13238 	 FBgn0003980
Q9VKI3 	 FBgn0014076
Q06521 	 FBgn0003983
Q94918 	 FBgn0003984
P22808 	 FBgn0261930
Q7JXV9 	 FBgn0022027
Q9W552 	 FBgn0014411
Q9V359 	 FBgn0021814
Q9VU87 	 FBgn0086785
Q8MSY4 	 FBgn0034380
Q9VVI9 	 FBgn0036740
Q9VCU7 	 FBgn0263143
P16241 	 FBgn0086680
P10090 	 FBgn0003996
Q9W517 	 FBgn0004655
Q7JW27 	 FBgn0033692
Q9VRH6 	 FBgn0024182
O44342 	 FBgn0004003
Q9V7P1 	 FBgn0262560
P15619 	 FBgn0005642
Q9W266 	 FBgn0034718
Q9VLN1 	 FBgn0032030
Q9V3J8 	 FBgn0040066
B4F7L9 	 FBgn0267449
Q9V4M2 	 FBgn0259745
P54350 	 FBgn0011737
Q9VJN5 	 FBgn0001990
P09615 	 FBgn0004009
Q3LHL9 	 FBgn0051151
Q9VWS4 	 FBgn0030941
Q9VYS4 	 FBgn0260780
Q95ST2 	 FBgn0036141
P28465 	 FBgn0004360
P40589 	 FBgn0010453
P28466 	 FBgn0010194
Q9VFX1 	 FBgn0038134
Q9VLQ1 	 FBgn0261020
Q9VE86 	 FBgn0038608
P83097 	 FBgn0046685
Q9VA38 	 FBgn0011739
Q9W415 	 FBgn0029857
Q9V576 	 FBgn0016078
P36188 	 FBgn0283471
Q9VLU5 	 FBgn0031972
Q9NBX5 	 FBgn0041613
Q9NBX4 	 FBgn0041612
Q9W3V8 	 FBgn0029906
Q9U3V8 	 FBgn0016080
Q9U3V9 	 FBgn0028974
Q9GQN5 	 FBgn0039338
P28518 	 FBgn0004832
Q24595 	 FBgn0004698
P09957 	 FBgn0004034
Q9VG09 	 FBgn0041710
Q9VG08 	 FBgn0038105
P25992 	 FBgn0005596
P91679 	 FBgn0265575
Q9XZF0 	 FBgn0026749
Q45VV3 	 FBgn0034970
P98163 	 FBgn0004649
Q9VKM6 	 FBgn0032321
P02843 	 FBgn0004045
P02844 	 FBgn0005391
P06607 	 FBgn0004047
P09956 	 FBgn0004050
P22469 	 FBgn0004052
A1ZA47 	 FBgn0265991
Q9VSK8 	 FBgn0035900
P09089 	 FBgn0004053
P09090 	 FBgn0004054
P42280 	 FBgn0011556
P28166 	 FBgn0004606
P28167 	 FBgn0004607
Q99323 	 FBgn0265434
Q9VAF0 	 FBgn0039714
Q9VU41 	 FBgn0266709
Q9VRX6 	 FBgn0024177
Q9VKD7 	 FBgn0261266
P12646 	 FBgn0004057
Q9W4X9 	 FBgn0004643
Q9VA00 	 FBgn0061476
Q9VN12 	 FBgn0037238
Q9VI55 	 FBgn0037467
Q7JZB4 	 FBgn0037279
Q9W056 	 FBgn0035300
Q9VNA4 	 FBgn0037313
Q9VNI3 	 FBgn0037377
Q9VI82 	 FBgn0037489
Q9VNH1 	 FBgn0037368
O97067 	 FBgn0026566
Q9VZE7 	 FBgn0035523
O97069 	 FBgn0026565
Q9V4Q0 	 FBgn0033202
Q8SWU7 	 FBgn0030151
Q9VAT2 	 FBgn0039601
Q9V9Z9 	 FBgn0039828
Q9VA02 	 FBgn0039827
Q9VZ40 	 FBgn0030258
Q7JWD3 	 FBgn0033191
Q7KRW8 	 FBgn0039600
Q9VZ08 	 FBgn0030286
Q9VYY3 	 FBgn0030305
Q9W3C2 	 FBgn0030061
Q9W3C0 	 FBgn0030063
Q8MR45 	 FBgn0033431
Q9V564 	 FBgn0033401
Q9VAI0 	 FBgn0039690
Q9Y0Y7 	 FBgn0027498
Q9VZ49 	 FBgn0030251
Q9VNG1 	 FBgn0037360
Q8IRH5 	 FBgn0035213
Q9VYH3 	 FBgn0030447
Q9VYF8 	 FBgn0030460
Q9VIK9 	 FBgn0032873
O76879 	 FBgn0000092
Q8T053 	 FBgn0014931
Q9VYA7 	 FBgn0030504
O76908 	 FBgn0024977
Q9W0Y2 	 FBgn0035082
O76206 	 FBgn0014930
Q9W2Y3 	 FBgn0030178
Q7K4H4 	 FBgn0266570
Q9W5B6 	 FBgn0040337
Q9W4I5 	 FBgn0025612
Q9V9E3 	 FBgn0033005
Q9Y123 	 FBgn0027564
Q9W495 	 FBgn0029789
Q9W3Y0 	 FBgn0029885
Q9V9A7 	 FBgn0042083
Q9VQN8 	 FBgn0031519
Q9VM60 	 FBgn0031875
Q9VSZ6 	 FBgn0036000
Q9W4J5 	 FBgn0029714
Q9W4K2 	 FBgn0029708
Q9VQK0 	 FBgn0025681
Q9W138 	 FBgn0035035
Q95T10 	 FBgn0038268
Q9VPB1 	 FBgn0037026
Q9W5A5 	 FBgn0261444
Q9VPK7 	 FBgn0031227
Q9VQX4 	 FBgn0031589
Q8MMC4 	 FBgn0022343
Q9W422 	 FBgn0029853
Q9VMW8 	 FBgn0031662
Q8T8R1 	 FBgn0034802
Q9VFE6 	 FBgn0038275
O46080 	 FBgn0023520
Q9VPT7 	 FBgn0031284
Q9VMV6 	 FBgn0031670
Q9VH36 	 FBgn0037780
Q9VSY4 	 FBgn0035989
Q7KVQ0 	 FBgn0011824
O77263 	 FBgn0025629
Q7K4B6 	 FBgn0020312
O77264 	 FBgn0025630
Q9W1A2 	 FBgn0034982
Q9W484 	 FBgn0029798
Q7KVH9 	 FBgn0034894
O77286 	 FBgn0025558
Q9VFC0 	 FBgn0038300
Q9NK57 	 FBgn0014092
Q9V3X5 	 FBgn0028481
Q9VL96 	 FBgn0032138
Q9W2C3 	 FBgn0034665
Q8T4E1 	 FBgn0023545
Q9VCP1 	 FBgn0039065
A2VEI2 	 FBgn0031893
Q9V3U0 	 FBgn0028519
Q9VM35 	 FBgn0031896
O77475 	 FBgn0025335
Q9VRJ9 	 FBgn0035593
Q2PE14 	 FBgn0035021
A1Z9A2 	 FBgn0033810
Q9W440 	 FBgn0029838
A1Z9A8 	 FBgn0033816
Q9W141 	 FBgn0035032
Q9VKK2 	 FBgn0032339
Q9VL59 	 FBgn0032169
Q9VBN7 	 FBgn0039357
Q8T079 	 FBgn0043456
Q9VKJ1 	 FBgn0032348
Q9Y106 	 FBgn0027546
Q9VGC7 	 FBgn0037994
Q9VGC3 	 FBgn0037998
Q9VPD2 	 FBgn0037011
Q9Y115 	 FBgn0027556
Q9VV41 	 FBgn0036615
A1A708 	 FBgn0039563
Q95TN1 	 FBgn0032204
Q9VL00 	 FBgn0032214
Q7KML2 	 FBgn0027572
Q8IQC1 	 FBgn0035944
Q7K0Y1 	 FBgn0028744
Q9VF81 	 FBgn0038324
A1ZAI5 	 FBgn0034145
Q6AWG9 	 FBgn0034300
Q9VJD2 	 FBgn0032642
Q9VK41 	 FBgn0032470
Q9VM17 	 FBgn0031909
Q9V8I2 	 FBgn0034350
Q7JUX9 	 FBgn0034351
Q23997 	 FBgn0013763
Q9VEP1 	 FBgn0038471
Q9VUY0 	 FBgn0036565
Q9VPF8 	 FBgn0036988
Q9VGP1 	 FBgn0037897
Q9VSS7 	 FBgn0035952
Q8MSG8 	 FBgn0038704
A8DYY6 	 FBgn0032221
Q9VD25 	 FBgn0038951
Q9VD26 	 FBgn0038950
Q9VDL1 	 FBgn0038806
Q9VCD0 	 FBgn0039153
Q9VB98 	 FBgn0039466
Q9W1K0 	 FBgn0034902
Q9W1J3 	 FBgn0034908
Q9VG73 	 FBgn0038046
Q9VTU4 	 FBgn0036258
Q9VTU0 	 FBgn0036254
Q7K486 	 FBgn0034315
Q8IMP6 	 FBgn0027574
Q9VDD1 	 FBgn0038868
Q9VCF0 	 FBgn0039136
Q9VPE4 	 FBgn0036998
Q9VB70 	 FBgn0039492
Q9VB74 	 FBgn0039488
Q9VBG6 	 FBgn0039417
Q9VF71 	 FBgn0038332
Q9VK68 	 FBgn0032445
A8JR14 	 FBgn0026737
Q9VWV8 	 FBgn0030915
Q9VGZ1 	 FBgn0037816
Q9VD92 	 FBgn0038893
Q9VC99 	 FBgn0263398
Q9W4N2 	 FBgn0029693
Q9VK89 	 FBgn0032430
Q9VJC7 	 FBgn0032646
Q9VKH0 	 FBgn0032361
Q7K4W1 	 FBgn0034214
Q9VGU5 	 FBgn0037855
Q9VWR8 	 FBgn0030946
Q9VGR7 	 FBgn0037878
Q9VKB4 	 FBgn0032408
Q9VKQ3 	 FBgn0032298
Q9VKQ6 	 FBgn0032296
Q9VX10 	 FBgn0030876
Q9VVV2 	 FBgn0036834
Q9VMQ7 	 FBgn0031711
Q9VWA2 	 FBgn0036959
Q9VFD5 	 FBgn0038286
Q9VGG6 	 FBgn0037962
Q9VDD9 	 FBgn0038861
Q9VCZ8 	 FBgn0038976
Q7YZA2 	 FBgn0030091
Q9VSH9 	 FBgn0035877
Q7K2B0 	 FBgn0034422
Q9VSH4 	 FBgn0035872
Q9VJ97 	 FBgn0032671
Q9VED0 	 FBgn0038569
Q9VMQ5 	 FBgn0031713
Q9VWP4 	 FBgn0030966
Q8IA44 	 FBgn0036527
Q9VWN5 	 FBgn0030973
Q9VP47 	 FBgn0037073
Q9VTJ8 	 FBgn0036173
Q9VNX8 	 FBgn0037135
Q9VUQ8 	 FBgn0036510
Q95TN4 	 FBgn0032258
Q9VSA4 	 FBgn0035812
Q95SS8 	 FBgn0035805
Q7K3B9 	 FBgn0033994
Q8IA41 	 FBgn0036528
Q9Y140 	 FBgn0027583
Q7K0L4 	 FBgn0037094
Q9V5P6 	 FBgn0033548
Q9V784 	 FBgn0033989
Q9VUR7 	 FBgn0036519
Q9VEG9 	 FBgn0038536
Q7KN79 	 FBgn0027525
Q9VE61 	 FBgn0038627
Q9VE46 	 FBgn0038641
A1Z8J0 	 FBgn0033615
Q9W391 	 FBgn0030087
Q9VW56 	 FBgn0036918
Q9VLP3 	 FBgn0032020
Q9VLP7 	 FBgn0032016
Q9VLP9 	 FBgn0032014
Q9VXT7 	 FBgn0030653
Q9VXT2 	 FBgn0030658
Q9VFH6 	 FBgn0038248
Q9VTC4 	 FBgn0036107
Q9VEB5 	 FBgn0038582
Q9VWK6 	 FBgn0030997
Q9VSF4 	 FBgn0035854
Q8T0B1 	 FBgn0036090
Q7JWW5 	 FBgn0033375
Q9VSB9 	 FBgn0035825
Q8MRQ4 	 FBgn0037689
Q9V7A7 	 FBgn0034008
Q9VX25 	 FBgn0030863
Q9VHM2 	 FBgn0037622
Q9I7K6 	 FBgn0037624
Q7KNA0 	 FBgn0027607
A1ZAI3 	 FBgn0034143
Q960W6 	 FBgn0034142
A1Z6K7 	 FBgn0033069
Q9V7H4 	 FBgn0034060
Q7K1Z5 	 FBgn0034061
Q8MSU3 	 FBgn0034067
Q9VH78 	 FBgn0037743
A1ZA92 	 FBgn0034073
Q9VLS1 	 FBgn0031995
Q86B47 	 FBgn0027602
Q7JWR9 	 FBgn0033317
Q9VU95 	 FBgn0036381
Q9VUA0 	 FBgn0036386
Q9V677 	 FBgn0033698
Q9V668 	 FBgn0033691
Q9VMW7 	 FBgn0031663
Q9W020 	 FBgn0035336
Q1LZ08 	 FBgn0033607
Q9VXA8 	 FBgn0030793
Q9VXB0 	 FBgn0030791
Q9VMH7 	 FBgn0031777
Q9VXV9 	 FBgn0030634
Q9W0H3 	 FBgn0035206
Q9VXT5 	 FBgn0030655
Q9VW12 	 FBgn0036887
Q9VIF0 	 FBgn0032925
Q9VFR0 	 FBgn0038183
Q9VFR1 	 FBgn0260464
Q9VIK2 	 FBgn0032879
Q9VHB9 	 FBgn0037708
Q9VHB6 	 FBgn0037710
Q8MLL3 	 FBgn0033086
Q9VMC8 	 FBgn0031822
Q9VFS8 	 FBgn0038166
Q9VHU1 	 FBgn0037561
Q9VQP9 	 FBgn0031529
Q9VVA8 	 FBgn0036667
Q9VVA0 	 FBgn0036661
Q9VN50 	 FBgn0037270
Q9VHN5 	 FBgn0037609
Q9V468 	 FBgn0027866
Q9VN03 	 FBgn0037232
Q0KIA2 	 FBgn0037623
Q9VN27 	 FBgn0037251
Q9W1W9 	 FBgn0034803
Q9VN19 	 FBgn0086605
Q9VQC4 	 FBgn0031428
Q9VYA0 	 FBgn0030512
Q9VVB4 	 FBgn0036671
Q9VIW7 	 FBgn0032781
Q8MYY6 	 FBgn0039596
Q95RN0 	 FBgn0038013
Q9VI74 	 FBgn0037482
Q9VM65 	 FBgn0031871
Q9VIU7 	 FBgn0032799
Q9VIV3 	 FBgn0032793
Q9VCI0 	 FBgn0039115
Q9V778 	 FBgn0033983
Q9VIT2 	 FBgn0032811
Q9W2D9 	 FBgn0034654
Q9VES1 	 FBgn0038453
Q8INX3 	 FBgn0032698
Q9VJ62 	 FBgn0032701
Q7K4Q5 	 FBgn0033021
Q9VBV5 	 FBgn0039296
Q9VVW8 	 FBgn0036848
Q9VJ34 	 FBgn0032724
P18487 	 FBgn0002036
Q9VTX8 	 FBgn0036286
Q9I7M2 	 FBgn0032818
Q9VRL3 	 FBgn0035603
Q9VRJ2 	 FBgn0035586
Q9VRJ8 	 FBgn0035592
Q9VTY4 	 FBgn0036291
Q9VTZ6 	 FBgn0036300
Q9W2H1 	 FBgn0034626
Q8SX68 	 FBgn0034308
Q9W3J8 	 FBgn0030004
Q7JW12 	 FBgn0034455
Q9V492 	 FBgn0039930
Q9VY86 	 FBgn0030522
Q9VY93 	 FBgn0030518
Q6NLL1 	 FBgn0033177
Q7KQM6 	 FBgn0039936
Q9VU31 	 FBgn0036330
Q9V9X4 	 FBgn0039849
Q9VZD2 	 FBgn0035537
Q95RC0 	 FBgn0024362
Q9VDT6 	 FBgn0038737
O76878 	 FBgn0024985
Q95RR8 	 FBgn0035397
Q9I7T7 	 FBgn0035424
Q9VTT9 	 FBgn0046296
Q9V9V9 	 FBgn0039859
Q9VZE6 	 FBgn0035524
Q9I7X6 	 FBgn0023522
Q9VH39 	 FBgn0037777
Q9VHN3 	 FBgn0037611
Q9VHM6 	 FBgn0037618
Q9VAQ5 	 FBgn0039627
Q9VAP3 	 FBgn0039637
Q9VAN0 	 FBgn0014427
Q9VHI4 	 FBgn0040534
Q9VZM5 	 FBgn0035464
Q9W088 	 FBgn0027903
Q9VZS6 	 FBgn0035421
Q9W376 	 FBgn0030099
Q9W0E8 	 FBgn0043458
Q9VYG1 	 FBgn0030457
Q9W3F7 	 FBgn0030037
Q9VN93 	 FBgn0260462
Q9VN95 	 FBgn0037305
Q9W4S1 	 FBgn0029662
Q9VAY7 	 FBgn0039557
Q9VSA3 	 FBgn0035811
Q9VKD3 	 FBgn0032393
Q9VUR3 	 FBgn0036515
Q9V5Q4 	 FBgn0033556
Q9VLS9 	 FBgn0031987
Q9VGZ8 	 FBgn0037811
Q7JUR5 	 FBgn0033459
A1Z897 	 FBgn0033523
Q9VP65 	 FBgn0037061
Q9VLJ8 	 FBgn0032054
Q9VLK2 	 FBgn0032050
Q9VRV7 	 FBgn0035692
Q9XZS3 	 FBgn0026879
Q9VVR0 	 FBgn0036799
Q9VCG3 	 FBgn0039126
Q9VCE9 	 FBgn0039137
Q9VCB1 	 FBgn0039170
Q9VC61 	 FBgn0039209
Q9VPP5 	 FBgn0031252
Q9W5N0 	 FBgn0039965
Q9W0C7 	 FBgn0035243
Q9VMX1 	 FBgn0031659
Q9VW14 	 FBgn0036889
Q9VU70 	 FBgn0036359
Q9VT67 	 FBgn0036057
Q9VWE6 	 FBgn0031052
Q9VWD4 	 FBgn0031062
Q9VWD6 	 FBgn0031060
Q9VE11 	 FBgn0038673
Q9VE34 	 FBgn0038651
Q9W3Y5 	 FBgn0029880
Q9V8F3 	 FBgn0034327
Q9VLW2 	 FBgn0031955
Q9VR56 	 FBgn0031189
Q9VR50 	 FBgn0031183
Q9VGY5 	 FBgn0037822
Q9VGQ9 	 FBgn0037883
Q8T088 	 FBgn0037943
Q9V4W1 	 FBgn0033316
Q4V5I9 	 FBgn0033274
O46089 	 FBgn0023513
Q9W549 	 FBgn0029594
O97420 	 FBgn0026088
Q9VZL6 	 FBgn0035469
Q9VZD8 	 FBgn0035532
Q9VXY4 	 FBgn0030611
Q7K0F0 	 FBgn0034402
Q9V8M5 	 FBgn0034390
A1ZBE8 	 FBgn0034400
Q9W2X7 	 FBgn0030183
Q9W3M2 	 FBgn0029986
Q9W3L5 	 FBgn0029989
Q9VR93 	 FBgn0040651
Q9VYR0 	 FBgn0030364
Q9VYF2 	 FBgn0030465
Q9VXN0 	 FBgn0030700
A1ZBW7 	 FBgn0034529
Q9VHB3 	 FBgn0037713
Q9VH95 	 FBgn0037728
Q9V412 	 FBgn0028919
Q5BI42 	 FBgn0034498
A1ZBR5 	 FBgn0034483
Q9V6U9 	 FBgn0033883
Q9VUR0 	 FBgn0036512
Q9W5X9 	 FBgn0031082
Q7JVR7 	 FBgn0040754
Q9VR81 	 FBgn0031099
Q9VCR7 	 FBgn0039045
Q9VCU5 	 FBgn0039020
Q9VG76 	 FBgn0038043
Q9VZ64 	 FBgn0030239
Q5LJP9 	 FBgn0032997
Q7PLI7 	 FBgn0261387
Q9VL86 	 FBgn0032144
A1ZB91 	 FBgn0034352
Q7JX57 	 FBgn0062440
Q8SYS7 	 FBgn0262115
Q9VGR2 	 FBgn0037880
Q9VZS3 	 FBgn0035423
Q7KW39 	 FBgn0023537
Q9VJI9 	 FBgn0032597
Q9VEW2 	 FBgn0038421
Q7JRP4 	 FBgn0033610
Q9VHF2 	 FBgn0037683
O97172 	 FBgn0028746
Q9VLF6 	 FBgn0040964
Q9VZH1 	 FBgn0040696
Q7JUR6 	 FBgn0042135
Q8MKL1 	 FBgn0050010
P42276 	 FBgn0050031
Q9V968 	 FBgn0034543
Q4V6M7 	 FBgn0050157
Q95SK3 	 FBgn0050291
Q8MRC9 	 FBgn0050463
Q8MKN0 	 FBgn0050493
Q8IMU4 	 FBgn0051115
A4VCL2 	 FBgn0051145
Q8IN78 	 FBgn0051229
Q8INQ7 	 FBgn0051460
Q9VNL4 	 FBgn0051559
Q9VQE9 	 FBgn0051690
Q9VL63 	 FBgn0051712
Q8INZ1 	 FBgn0046888
Q9VKA4 	 FBgn0051760
Q8IA43 	 FBgn0051776
Q8IPK4 	 FBgn0051915
Q9VQ26 	 FBgn0051935
Q8IQ13 	 FBgn0051957
Q8SWR2 	 FBgn0052137
Q9VUC6 	 FBgn0267795
Q9VVG6 	 FBgn0052174
Q8IRE4 	 FBgn0052281
Q8IQ72 	 FBgn0041232
Q9VRX3 	 FBgn0052396
Q9VZV5 	 FBgn0266918
Q8SY96 	 FBgn0052500
Q8IR45 	 FBgn0052590
P83740 	 FBgn0052669
Q9W3T5 	 FBgn0052736
P83548 	 FBgn0052750
Q8IRR1 	 FBgn0052751
Q9U1M2 	 FBgn0040384
Q7KW14 	 FBgn0023531
Q8SY96 	 FBgn0052857
Q7KT91 	 FBgn0028916
Q9VCE8 	 FBgn0053108
Q8SY72 	 FBgn0053169
Q7KU86 	 FBgn0053276
Q8INF2 	 FBgn0067628
Q8ML70 	 FBgn0053470
Q8SY96 	 FBgn0053502
Q86BL4 	 FBgn0064115
A1Z7U3 	 FBgn0053774
A8DYY5 	 FBgn0085212
A8DYH2 	 FBgn0085220
A8JQ65 	 FBgn0085413
Q8MSF5 	 FBgn0262116
Q8MQI6 	 FBgn0063670
P83474 	 FBgn0259151
B7Z0K8 	 FBgn0259244
B7Z073 	 FBgn0259720
P0C919 	 FBgn0260229
Q9VZA4 	 FBgn0260657
Q8SXX4 	 FBgn0261555
Q8T498 	 FBgn0261570
A0A0B4K753 	 FBgn0262823
Q0KIC3 	 FBgn0263346
Q9W5D0 	 FBgn0264449
Q9VCG2 	 FBgn0264740
Q9VV43 	 FBgn0266417
Q8MT80 	 FBgn0266438
